Name,Type1,Type2,BST,HP,Attack,Defense,SpAtk,SpDef,Speed,Generation,Personality,Hardy,Lonely,Adamant,Naughty,Brave,Bold,Docile,Impish,Lax,Relaxed,Modest,Mild,Bashful,Rash,Quiet,Calm,Gentle,Careful,Quirky,Sassy,Timid,Hasty,Jolly,Naive,Serious,,AtkAverage,DefAverage,SpAAverage,SpDAverage,SpAverage,,AtkRank,DefRank,SpARank,SpDAverage,SpAverage
Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,6,Jolly,5.5,8.1,10.6,6.5,-2.4,-8.1,3.5,2.4,-1.6,-10.6,-10.6,-2.4,2.8,-4.1,-13.0,-10.6,-2.4,2.8,-4.1,-13.0,2.4,10.6,13.0,8.9,6.1,,5.65,-2.89,-5.45,-5.45,8.21,,2,3,4,4,1
Mewtwo,Psychic,Fighting,780,106,190,100,154,100,130,6,Lonely,6.1,11.5,4.6,11.5,7.7,-11.5,3.2,-6.9,0.0,-3.8,-4.6,6.9,4.9,6.9,3.1,-4.6,6.9,4.9,6.9,3.1,-7.7,3.8,-3.1,3.8,4.2,,8.29,-3.82,3.45,3.45,0.22,,1,5,2,2,4
Mewtwo,Psychic, ,780,106,150,70,194,120,140,6,Mild,4.8,10.3,-5.6,3.8,1.3,-10.3,2.2,-15.9,-6.4,-9.0,5.6,15.9,6.2,9.5,6.9,5.6,15.9,6.2,9.5,6.9,-1.3,9.0,-6.9,2.6,4.5,,2.91,-7.86,8.83,8.83,1.56,,3,5,1,1,4
Ampharos,Electric,Dragon,610,90,95,105,165,110,45,6,Quiet,3.9,-1.6,-11.5,-2.5,8.2,1.6,4.3,-9.8,-0.8,9.8,11.5,9.8,6.8,9.0,19.7,11.5,9.8,6.8,9.0,19.7,-8.2,-9.8,-19.7,-10.7,1.8,,-0.70,1.02,11.35,11.35,-9.30,,4,3,1,1,5
Steelix,Steel,Ground,610,75,125,230,55,95,30,6,Relaxed,5.1,-17.2,11.5,4.9,15.6,17.2,9.4,28.7,22.1,32.8,-11.5,-28.7,2.3,-6.6,4.1,-11.5,-28.7,2.3,-6.6,4.1,-15.6,-32.8,-4.1,-10.7,1.2,,3.98,22.05,-8.07,-8.07,-12.38,,2,1,3,3,5
Scizor,Bug,Steel,600,70,150,140,65,100,75,6,Adamant,6.3,1.7,14.2,8.3,12.5,-1.7,5.8,12.5,6.7,10.8,-14.2,-12.5,2.7,-5.8,-1.7,-14.2,-12.5,2.7,-5.8,-1.7,-12.5,-10.8,1.7,-4.2,3.1,,8.58,6.83,-6.29,-6.29,-4.54,,1,2,4,4,3
Heracross,Bug,Fighting,600,80,185,115,40,105,75,6,Adamant,7.7,11.7,24.2,13.3,18.3,-11.7,4.8,12.5,1.7,6.7,-24.2,-12.5,1.7,-10.8,-5.8,-24.2,-12.5,1.7,-10.8,-5.8,-18.3,-6.7,5.8,-5.0,3.1,,15.04,2.79,-10.33,-10.33,-4.21,,1,2,4,4,3
Houndoom,Dark,Fire,600,75,90,90,140,90,115,6,Modest,3.8,0.0,-8.3,0.0,-4.2,0.0,3.8,-8.3,0.0,-4.2,8.3,8.3,5.8,8.3,4.2,8.3,8.3,5.8,8.3,4.2,4.2,4.2,-4.2,4.2,4.8,,-1.75,-1.75,7.00,7.00,2.63,,4,4,1,1,3
Tyranitar,Rock,Dark,700,100,164,150,95,120,71,6,Brave,5.9,2.0,9.9,6.3,13.3,-2.0,5.4,7.9,4.3,11.3,-9.9,-7.9,3.4,-3.6,3.4,-9.9,-7.9,3.4,-3.6,3.4,-13.3,-11.3,-3.4,-7.0,2.5,,7.46,5.36,-2.89,-2.89,-6.49,,1,2,3,3,5
Sceptile,Grass,Dragon,630,70,110,75,145,85,145,6,Mild,4.4,5.6,-5.6,4.0,-5.6,-5.6,3.0,-11.1,-1.6,-11.1,5.6,11.1,5.8,9.5,0.0,5.6,11.1,5.8,9.5,0.0,5.6,11.1,0.0,9.5,5.8,,0.56,-5.28,6.39,6.39,6.39,,4,5,1,1,1
Blaziken,Fire,Fighting,630,80,160,80,130,80,100,6,Lonely,6.3,12.7,4.8,12.7,9.5,-12.7,3.2,-7.9,0.0,-3.2,-4.8,7.9,5.2,7.9,4.8,-4.8,7.9,5.2,7.9,4.8,-9.5,3.2,-4.8,3.2,4.0,,9.21,-4.13,4.21,4.21,-0.79,,1,5,2,2,4
Swampert,Water,Ground,635,100,150,110,95,110,70,6,Brave,5.9,6.3,8.7,6.3,12.6,-6.3,4.3,2.4,0.0,6.3,-8.7,-2.4,3.7,-2.4,3.9,-8.7,-2.4,3.7,-2.4,3.9,-12.6,-6.3,-3.9,-6.3,2.8,,7.95,1.34,-1.14,-1.14,-5.28,,1,2,3,3,5
Gardevoir,Psychic,Fairy,618,68,85,65,165,135,100,6,Mild,3.4,3.2,-12.9,-8.1,-2.4,-3.2,2.6,-16.2,-11.3,-5.7,12.9,16.2,6.7,4.9,10.5,12.9,16.2,6.7,4.9,10.5,2.4,5.7,-10.5,-5.7,4.0,,-3.36,-6.76,10.23,10.23,-0.81,,4,5,1,1,3
Sableye,Dark,Ghost,480,50,85,125,85,115,20,6,Relaxed,4.4,-8.3,0.0,-6.3,13.5,8.3,6.5,8.3,2.1,21.9,0.0,-8.3,4.4,-6.3,13.5,0.0,-8.3,4.4,-6.3,13.5,-13.5,-21.9,-13.5,-19.8,1.0,,0.68,9.43,0.68,0.68,-13.54,,2,1,2,2,5
Mawile,Steel,Fairy,480,50,105,125,55,95,50,6,Relaxed,5.5,-4.2,10.4,2.1,11.5,4.2,6.5,14.6,6.3,15.6,-10.4,-14.6,2.9,-8.3,1.0,-10.4,-14.6,2.9,-8.3,1.0,-11.5,-15.6,-1.0,-9.4,2.6,,5.05,9.43,-5.89,-5.89,-6.98,,2,1,3,3,5
Aggron,Steel, ,630,70,140,230,60,80,50,6,Relaxed,5.6,-14.3,12.7,9.5,14.3,14.3,9.1,27.0,23.8,28.6,-12.7,-27.0,2.4,-3.2,1.6,-12.7,-27.0,2.4,-3.2,1.6,-14.3,-28.6,-1.6,-4.8,2.0,,5.56,20.56,-7.78,-7.78,-9.44,,2,1,3,3,5
Medicham,Fighting,Psychic,510,60,100,85,80,85,100,6,Hardy,4.9,2.9,3.9,2.9,0.0,-2.9,4.2,1.0,0.0,-2.9,-3.9,-1.0,3.9,-1.0,-3.9,-3.9,-1.0,3.9,-1.0,-3.9,0.0,2.9,3.9,2.9,4.9,,2.94,-0.15,-1.18,-1.18,2.94,,1,3,4,4,1
Manectric,Electric, ,575,70,75,80,135,80,135,6,Modest,3.3,-0.9,-10.4,-0.9,-10.4,0.9,3.5,-9.6,0.0,-9.6,10.4,9.6,5.9,9.6,0.0,10.4,9.6,5.9,9.6,0.0,10.4,9.6,0.0,9.6,5.9,,-3.87,-2.96,7.09,7.09,7.09,,5,4,1,1,1
Sharpedo,Water,Dark,560,70,140,70,110,65,105,6,Naughty,6.3,12.5,5.4,13.4,6.3,-12.5,3.1,-7.1,0.9,-6.3,-5.4,7.1,4.9,8.0,0.9,-5.4,7.1,4.9,8.0,0.9,-6.3,6.3,-0.9,7.1,4.7,,8.75,-4.38,3.13,3.13,2.19,,1,5,2,2,4
Camerupt,Fire,Ground,560,70,120,100,145,105,20,6,Quiet,5.4,3.6,-4.5,2.7,17.9,-3.6,4.5,-8.0,-0.9,14.3,4.5,8.0,6.5,7.1,22.3,4.5,8.0,6.5,7.1,22.3,-17.9,-14.3,-22.3,-15.2,0.9,,5.00,1.25,9.69,9.69,-13.75,,3,4,1,1,5
Altaria,Dragon,Fairy,590,75,110,110,110,105,80,6,Brave,4.7,0.0,0.0,0.8,5.1,0.0,4.7,0.0,0.8,5.1,0.0,0.0,4.7,0.8,5.1,0.0,0.0,4.7,0.8,5.1,-5.1,-5.1,-5.1,-4.2,3.4,,2.12,2.12,2.12,2.12,-3.22,,1,1,1,1,5
Banette,Ghost, ,555,64,165,75,93,83,75,6,Lonely,7.4,16.2,13.0,14.8,16.2,-16.2,3.4,-3.2,-1.4,0.0,-13.0,3.2,4.2,1.8,3.2,-13.0,3.2,4.2,1.8,3.2,-16.2,0.0,-3.2,-1.4,3.4,,13.52,-3.50,-0.10,-0.10,-3.50,,1,4,2,2,4
Absol,Dark, ,565,65,150,60,115,60,115,6,Lonely,6.6,15.9,6.2,15.9,6.2,-15.9,2.7,-9.7,0.0,-9.7,-6.2,9.7,5.1,9.7,0.0,-6.2,9.7,5.1,9.7,0.0,-6.2,9.7,0.0,9.7,5.1,,10.18,-6.55,3.67,3.67,3.67,,1,5,2,2,2
Glalie,Ice, ,580,80,120,80,120,80,100,6,Lonely,5.2,6.9,0.0,6.9,3.4,-6.9,3.4,-6.9,0.0,-3.4,0.0,6.9,5.2,6.9,3.4,0.0,6.9,5.2,6.9,3.4,-3.4,3.4,-3.4,3.4,4.3,,4.48,-2.76,4.48,4.48,0.86,,1,5,1,1,4
Salamence,Dragon,Flying,700,95,145,130,120,90,120,6,Naughty,5.2,2.1,3.6,7.9,3.6,-2.1,4.6,1.4,5.7,1.4,-3.6,-1.4,4.3,4.3,0.0,-3.6,-1.4,4.3,4.3,0.0,-3.6,-1.4,0.0,4.3,4.3,,4.46,2.21,0.71,0.71,0.71,,1,2,3,3,3
Metagross,Steel,Psychic,700,80,145,150,105,110,110,6,Impish,5.2,-0.7,5.7,5.0,5.0,0.7,5.4,6.4,5.7,5.7,-5.7,-6.4,3.8,-0.7,-0.7,-5.7,-6.4,3.8,-0.7,-0.7,-5.0,-5.7,0.7,0.0,3.9,,4.04,4.79,-1.96,-1.96,-1.21,,2,1,4,4,3
Latias,Dragon,Psychic,700,80,100,120,140,150,110,6,Modest,3.6,-2.9,-5.7,-7.1,-1.4,2.9,4.3,-2.9,-4.3,1.4,5.7,2.9,5.0,-1.4,4.3,5.7,2.9,5.0,-1.4,4.3,1.4,-1.4,-4.3,-5.7,3.9,,-2.71,0.29,3.29,3.29,-1.21,,5,3,1,1,4
Latios,Dragon,Psychic,700,80,130,100,160,120,110,6,Mild,4.6,4.3,-4.3,1.4,2.9,-4.3,3.6,-8.6,-2.9,-1.4,4.3,8.6,5.7,5.7,7.1,4.3,8.6,5.7,5.7,7.1,-2.9,1.4,-7.1,-1.4,3.9,,1.79,-2.71,6.29,6.29,-1.21,,3,5,1,1,4
Kyogre,Water, ,770,100,150,90,180,160,90,6,Mild,4.9,7.8,-3.9,-1.3,7.8,-7.8,2.9,-11.7,-9.1,0.0,3.9,11.7,5.8,2.6,11.7,3.9,11.7,5.8,2.6,11.7,-7.8,0.0,-11.7,-9.1,2.9,,3.05,-5.13,7.14,7.14,-5.13,,3,5,1,1,4
Groudon,Ground,Fire,770,100,180,160,150,90,90,6,Naughty,5.8,2.6,3.9,11.7,11.7,-2.6,5.2,1.3,9.1,9.1,-3.9,-1.3,4.9,7.8,7.8,-3.9,-1.3,4.9,7.8,7.8,-11.7,-9.1,-7.8,0.0,2.9,,7.14,4.42,3.05,3.05,-5.13,,1,2,3,3,5
Rayquaza,Dragon,Flying,780,105,180,100,180,100,115,6,Lonely,5.8,10.3,0.0,10.3,8.3,-10.3,3.2,-10.3,0.0,-1.9,0.0,10.3,5.8,10.3,8.3,0.0,10.3,5.8,10.3,8.3,-8.3,1.9,-8.3,1.9,3.7,,6.92,-3.85,6.92,6.92,-1.83,,1,5,1,1,4
Lopunny,Normal,Fighting,580,65,136,94,54,96,135,6,Adamant,5.9,7.2,14.1,6.9,0.2,-7.2,4.1,6.9,-0.3,-7.1,-14.1,-6.9,2.3,-7.2,-14.0,-14.1,-6.9,2.3,-7.2,-14.0,-0.2,7.1,14.0,6.7,5.8,,6.86,-0.74,-7.98,-7.98,6.68,,1,3,4,4,2
Garchomp,Dragon,Ground,700,108,170,115,120,95,92,6,Brave,6.1,7.9,7.1,10.7,11.1,-7.9,4.1,-0.7,2.9,3.3,-7.1,0.7,4.3,3.6,4.0,-7.1,0.7,4.3,3.6,4.0,-11.1,-3.3,-4.0,-0.4,3.3,,8.59,0.34,1.09,1.09,-3.11,,1,4,2,2,5
Lucario,Fighting,Steel,625,70,145,88,140,70,112,6,Naughty,5.8,9.1,0.8,12.0,5.3,-9.1,3.5,-8.3,2.9,-3.8,-0.8,8.3,5.6,11.2,4.5,-0.8,8.3,5.6,11.2,4.5,-5.3,3.8,-4.5,6.7,4.5,,6.60,-2.98,5.76,5.76,1.06,,1,5,2,2,4
Abomasnow,Grass,Ice,594,90,132,105,132,105,30,6,Brave,5.6,4.5,0.0,4.5,17.2,-4.5,4.4,-4.5,0.0,12.6,0.0,4.5,5.6,4.5,17.2,0.0,4.5,5.6,4.5,17.2,-17.2,-12.6,-17.2,-12.6,1.3,,6.36,1.59,6.36,6.36,-11.67,,1,4,1,1,5
Gallade,Psychic,Fighting,618,68,165,95,65,115,110,6,Adamant,6.7,11.3,16.2,8.1,8.9,-11.3,3.8,4.9,-3.2,-2.4,-16.2,-4.9,2.6,-8.1,-7.3,-16.2,-4.9,2.6,-8.1,-7.3,-8.9,2.4,7.3,-0.8,4.4,,10.23,-1.66,-6.76,-6.76,0.89,,1,3,4,4,2
Audino,Normal,Fairy,545,103,60,126,80,126,50,6,Relaxed,2.8,-12.1,-3.7,-12.1,1.8,12.1,5.8,8.4,0.0,13.9,3.7,-8.4,3.7,-8.4,5.5,3.7,-8.4,3.7,-8.4,5.5,-1.8,-13.9,-5.5,-13.9,2.3,,-4.66,8.06,-0.81,-0.81,-6.59,,4,1,2,2,5
Chespin,Grass, ,313,56,61,65,48,45,38,6,Relaxed,4.9,-1.3,4.2,5.1,7.3,1.3,5.2,5.4,6.4,8.6,-4.2,-5.4,3.8,1.0,3.2,-4.2,-5.4,3.8,1.0,3.2,-7.3,-8.6,-3.2,-2.2,3.0,,4.04,5.38,-0.32,-0.32,-3.67,,2,1,3,3,5
Quilladin,Grass, ,405,61,78,95,56,58,57,6,Impish,4.8,-4.2,5.4,4.9,5.2,4.2,5.9,9.6,9.1,9.4,-5.4,-9.6,3.5,-0.5,-0.2,-5.4,-9.6,3.5,-0.5,-0.2,-5.2,-9.4,0.2,-0.2,3.5,,3.23,7.64,-2.47,-2.47,-2.21,,2,1,4,4,3
Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,Relaxed,5.0,-2.8,6.2,6.0,8.1,2.8,5.8,9.1,8.9,10.9,-6.2,-9.1,3.5,-0.2,1.9,-6.2,-9.1,3.5,-0.2,1.9,-8.1,-10.9,-1.9,-2.1,3.0,,4.52,7.49,-2.02,-2.02,-4.00,,2,1,3,3,5
Fennekin,Fire, ,307,40,45,40,62,60,60,6,Mild,3.7,1.6,-5.5,-4.9,-4.9,-1.6,3.3,-7.2,-6.5,-6.5,5.5,7.2,5.0,0.7,0.7,5.5,7.2,5.0,0.7,0.7,4.9,6.5,-0.7,0.0,4.9,,-2.00,-3.71,3.81,3.81,3.13,,4,5,1,1,3
Braixen,Fire, ,409,59,59,58,90,70,73,6,Mild,3.6,0.2,-7.6,-2.7,-3.4,-0.2,3.5,-7.8,-2.9,-3.7,7.6,7.8,5.5,4.9,4.2,7.6,7.8,5.5,4.9,4.2,3.4,3.7,-4.2,0.7,4.5,,-1.97,-2.22,5.99,5.99,1.63,,4,5,1,1,3
Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,Modest,3.2,-0.6,-8.4,-5.8,-6.6,0.6,3.4,-7.9,-5.2,-6.0,8.4,7.9,5.3,2.6,1.9,8.4,7.9,5.3,2.6,1.9,6.6,6.0,-1.9,0.7,4.9,,-3.62,-3.03,5.22,5.22,3.26,,5,4,1,1,3
Froakie,Water, ,314,41,56,40,62,44,71,6,Hasty,4.5,5.1,-1.9,3.8,-4.8,-5.1,3.2,-7.0,-1.3,-9.9,1.9,7.0,4.9,5.7,-2.9,1.9,7.0,4.9,5.7,-2.9,4.8,9.9,2.9,8.6,5.7,,1.34,-4.01,3.34,3.34,6.35,,4,5,2,2,1
Frogadier,Water, ,405,54,63,52,83,56,97,6,Hasty,3.9,2.7,-4.9,1.7,-8.4,-2.7,3.2,-7.7,-1.0,-11.1,4.9,7.7,5.1,6.7,-3.5,4.9,7.7,5.1,6.7,-3.5,8.4,11.1,3.5,10.1,6.0,,-1.00,-3.85,4.19,4.19,7.81,,4,5,2,2,1
Greninja,Water,Dark,530,72,95,67,103,71,122,6,Hasty,4.5,5.3,-1.5,4.5,-5.1,-5.3,3.2,-6.8,-0.8,-10.4,1.5,6.8,4.9,6.0,-3.6,1.5,6.8,4.9,6.0,-3.6,5.1,10.4,3.6,9.6,5.8,,1.54,-4.01,3.12,3.12,6.89,,4,5,2,2,1
Bunnelby,Normal, ,237,38,36,38,32,36,57,6,Jolly,3.8,-0.8,1.7,0.0,-8.9,0.8,4.0,2.5,0.8,-8.0,-1.7,-2.5,3.4,-1.7,-10.5,-1.7,-2.5,3.4,-1.7,-10.5,8.9,8.0,10.5,8.9,6.0,,-0.84,0.04,-2.62,-2.62,8.46,,3,2,4,4,1
Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,Jolly,3.3,-5.0,1.4,-5.0,-5.2,5.0,4.6,6.4,0.0,-0.2,-1.4,-6.4,3.0,-6.4,-6.6,-1.4,-6.4,3.0,-6.4,-6.6,5.2,0.2,6.6,0.2,4.6,,-2.08,3.13,-3.57,-3.57,3.38,,3,2,4,4,1
Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,Naive,4.5,2.5,3.6,4.3,-4.3,-2.5,3.9,1.1,1.8,-6.8,-3.6,-1.1,3.6,0.7,-7.9,-3.6,-1.1,3.6,0.7,-7.9,4.3,6.8,7.9,8.6,5.6,,2.12,-0.52,-1.65,-1.65,6.65,,2,3,4,4,1
Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,Naive,4.8,4.7,4.5,5.5,-2.9,-4.7,3.6,-0.3,0.8,-7.6,-4.5,0.3,3.7,1.0,-7.3,-4.5,0.3,3.7,1.0,-7.3,2.9,7.6,7.3,8.4,5.5,,3.31,-1.64,-1.36,-1.36,6.34,,2,5,3,3,1
Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,Naive,4.1,2.0,1.4,2.4,-9.0,-2.0,3.6,-0.6,0.4,-11.0,-1.4,0.6,3.7,1.0,-10.4,-1.4,0.6,3.7,1.0,-10.4,9.0,11.0,10.4,11.4,6.3,,0.17,-1.93,-1.30,-1.30,9.64,,2,5,3,3,1
Scatterbug,Bug, ,200,38,35,40,27,25,35,6,Lax,4.4,-2.5,4.0,5.0,0.0,2.5,5.0,6.5,7.5,2.5,-4.0,-6.5,3.4,1.0,-4.0,-4.0,-6.5,3.4,1.0,-4.0,0.0,-2.5,4.0,5.0,4.4,,2.18,4.80,-2.03,-2.03,2.18,,2,1,4,4,3
Spewpa,Bug, ,213,45,22,60,27,30,29,6,Bold,2.6,-17.8,-2.3,-3.8,-3.3,17.8,7.0,15.5,14.1,14.6,2.3,-15.5,3.2,-1.4,-0.9,2.3,-15.5,3.2,-1.4,-0.9,3.3,-14.6,0.9,-0.5,3.4,,-4.93,13.80,-2.46,-2.46,-1.48,,5,1,3,3,2
Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,Mild,3.2,0.5,-9.2,0.5,-9.0,-0.5,3.0,-9.7,0.0,-9.5,9.2,9.7,5.5,9.7,0.2,9.2,9.7,5.5,9.7,0.2,9.0,9.5,-0.2,9.5,5.4,,-2.82,-3.33,6.89,6.89,6.63,,4,5,1,1,3
Litleo,Fire,Normal,369,62,50,58,73,54,72,6,Modest,3.4,-2.2,-6.2,-1.1,-6.0,2.2,3.9,-4.1,1.1,-3.8,6.2,4.1,4.9,5.1,0.3,6.2,4.1,4.9,5.1,0.3,6.0,3.8,-0.3,4.9,4.9,,-2.41,-0.14,4.13,4.13,3.85,,5,4,1,1,3
Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,Rash,3.4,-0.8,-8.1,0.4,-7.5,0.8,3.6,-7.3,1.2,-6.7,8.1,7.3,5.4,8.5,0.6,8.1,7.3,5.4,8.5,0.6,7.5,6.7,-0.6,7.9,5.2,,-2.52,-1.70,5.97,5.97,5.35,,5,4,1,1,3
Flab̩b̩,Fairy, ,303,44,38,39,61,79,42,6,Modest,3.1,-0.3,-7.6,-13.5,-1.3,0.3,3.2,-7.3,-13.2,-1.0,7.6,7.3,5.0,-5.9,6.3,7.6,7.3,5.0,-5.9,6.3,1.3,1.0,-6.3,-12.2,3.5,,-3.93,-3.58,4.04,4.04,-2.54,,5,4,1,1,3
Floette,Fairy, ,371,54,45,47,75,98,52,6,Modest,3.0,-0.5,-8.1,-14.3,-1.9,0.5,3.2,-7.5,-13.7,-1.3,8.1,7.5,5.1,-6.2,6.2,8.1,7.5,5.1,-6.2,6.2,1.9,1.3,-6.2,-12.4,3.5,,-4.35,-3.79,4.14,4.14,-2.37,,5,4,1,1,3
Florges,Fairy, ,552,78,65,68,112,154,75,6,Modest,2.9,-0.5,-8.5,-16.1,-1.8,0.5,3.1,-8.0,-15.6,-1.3,8.5,8.0,5.1,-7.6,6.7,8.5,8.0,5.1,-7.6,6.7,1.8,1.3,-6.7,-14.3,3.4,,-4.81,-4.24,4.13,4.13,-2.91,,5,4,1,1,3
Skiddo,Grass, ,350,66,65,48,62,57,52,6,Lonely,4.6,4.9,0.9,2.3,3.7,-4.9,3.4,-4.0,-2.6,-1.1,-0.9,4.0,4.4,1.4,2.9,-0.9,4.0,4.4,1.4,2.9,-3.7,1.1,-2.9,-1.4,3.7,,3.27,-1.83,2.37,2.37,-0.63,,1,5,2,2,4
Gogoat,Grass, ,531,123,100,62,97,81,68,6,Lonely,4.7,7.2,0.6,3.6,6.0,-7.2,2.9,-6.6,-3.6,-1.1,-0.6,6.6,4.6,3.0,5.5,-0.6,6.6,4.6,3.0,5.5,-6.0,1.1,-5.5,-2.4,3.2,,4.41,-3.11,3.81,3.81,-1.92,,1,5,2,2,4
Pancham,Fighting, ,348,67,82,62,46,48,43,6,Brave,5.9,5.7,10.3,9.8,11.2,-5.7,4.5,4.6,4.0,5.5,-10.3,-4.6,3.3,-0.6,0.9,-10.3,-4.6,3.3,-0.6,0.9,-11.2,-5.5,-0.9,-1.4,3.1,,8.59,2.56,-2.27,-2.27,-3.18,,1,2,3,3,5
Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,Brave,6.3,9.3,11.1,10.7,13.3,-9.3,3.9,1.8,1.4,4.0,-11.1,-1.8,3.5,-0.4,2.2,-11.1,-1.8,3.5,-0.4,2.2,-13.3,-4.0,-2.2,-2.6,2.9,,10.14,0.38,-1.53,-1.53,-3.86,,1,2,3,3,5
Furfrou,Normal, ,472,75,80,60,65,90,102,6,Hasty,4.2,4.2,3.2,-2.1,-4.7,-4.2,3.2,-1.1,-6.4,-8.9,-3.2,1.1,3.4,-5.3,-7.8,-3.2,1.1,3.4,-5.3,-7.8,4.7,8.9,7.8,2.5,5.4,,0.97,-3.47,-2.36,-2.36,5.87,,2,5,3,3,1
Espurr,Psychic, ,355,62,48,54,63,60,68,6,Timid,3.4,-1.7,-4.2,-3.4,-5.6,1.7,3.8,-2.5,-1.7,-3.9,4.2,2.5,4.4,0.8,-1.4,4.2,2.5,4.4,0.8,-1.4,5.6,3.9,1.4,2.3,4.8,,-2.31,-0.54,2.13,2.13,3.61,,5,4,2,2,1
Meowstic,Psychic, ,466,74,48,76,83,81,104,6,Timid,2.6,-6.0,-7.5,-7.1,-12.0,6.0,4.1,-1.5,-1.1,-6.0,7.5,1.5,4.5,0.4,-4.5,7.5,1.5,4.5,0.4,-4.5,12.0,6.0,4.5,4.9,5.6,,-6.01,0.30,1.88,1.88,6.61,,5,4,2,2,1
Meowstic,Psychic, ,466,74,48,76,83,81,104,6,Timid,2.6,-6.0,-7.5,-7.1,-12.0,6.0,4.1,-1.5,-1.1,-6.0,7.5,1.5,4.5,0.4,-4.5,7.5,1.5,4.5,0.4,-4.5,12.0,6.0,4.5,4.9,5.6,,-6.01,0.30,1.88,1.88,6.61,,5,4,2,2,1
Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,Relaxed,6.2,-6.2,13.8,13.2,16.0,6.2,7.7,20.0,19.4,22.2,-13.8,-20.0,2.7,-0.6,2.2,-13.8,-20.0,2.7,-0.6,2.2,-16.0,-22.2,-2.2,-2.8,2.2,,8.62,15.08,-5.92,-5.92,-8.18,,2,1,3,3,5
Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,Relaxed,6.1,-8.9,14.5,13.6,16.7,8.9,8.4,23.4,22.5,25.7,-14.5,-23.4,2.5,-0.9,2.2,-14.5,-23.4,2.5,-0.9,2.2,-16.7,-25.7,-2.2,-3.1,2.0,,8.42,17.79,-6.82,-6.82,-9.16,,2,1,3,3,5
Aegislash,Steel,Ghost,500,60,50,140,50,140,60,6,Bold,2.5,-18.0,0.0,-18.0,-2.0,18.0,7.0,18.0,0.0,16.0,0.0,-18.0,2.5,-18.0,-2.0,0.0,-18.0,2.5,-18.0,-2.0,2.0,-16.0,2.0,-16.0,3.0,,-7.10,11.80,-7.10,-7.10,-5.00,,3,1,3,3,2
Aegislash,Steel,Ghost,500,60,140,50,140,50,60,6,Lonely,7.0,18.0,0.0,18.0,16.0,-18.0,2.5,-18.0,0.0,-2.0,0.0,18.0,7.0,18.0,16.0,0.0,18.0,7.0,18.0,16.0,-16.0,2.0,-16.0,2.0,3.0,,11.80,-7.10,11.80,11.80,-5.00,,1,5,1,1,4
Spritzee,Fairy, ,341,78,52,60,63,65,23,6,Quiet,3.8,-2.3,-3.2,-3.8,8.5,2.3,4.4,-0.9,-1.5,10.9,3.2,0.9,4.6,-0.6,11.7,3.2,0.9,4.6,-0.6,11.7,-8.5,-10.9,-11.7,-12.3,1.7,,0.59,3.05,3.97,3.97,-8.34,,4,3,1,1,5
Aromatisse,Fairy, ,462,101,72,72,99,89,29,6,Quiet,3.9,0.0,-5.8,-3.7,9.3,0.0,3.9,-5.8,-3.7,9.3,5.8,5.8,5.4,2.2,15.2,5.8,5.8,5.4,2.2,15.2,-9.3,-9.3,-15.2,-13.0,1.6,,0.74,0.74,6.87,6.87,-9.04,,3,3,1,1,5
Swirlix,Fairy, ,341,62,48,66,59,57,49,6,Bold,3.5,-5.3,-3.2,-2.6,-0.3,5.3,4.8,2.1,2.6,5.0,3.2,-2.1,4.3,0.6,2.9,3.2,-2.1,4.3,0.6,2.9,0.3,-5.0,-2.9,-2.3,3.6,,-1.58,3.96,1.80,1.80,-1.28,,5,1,2,2,4
Slurpuff,Fairy, ,480,82,80,86,85,75,72,6,Docile,4.2,-1.3,-1.0,1.0,1.7,1.3,4.5,0.2,2.3,2.9,1.0,-0.2,4.4,2.1,2.7,1.0,-0.2,4.4,2.1,2.7,-1.7,-2.9,-2.7,-0.6,3.8,,0.92,2.23,2.01,2.01,-0.83,,4,1,2,2,5
Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,Adamant,4.7,0.3,5.9,2.8,3.1,-0.3,4.6,5.6,2.4,2.8,-5.9,-5.6,3.2,-3.1,-2.8,-5.9,-5.6,3.2,-3.1,-2.8,-3.1,-2.8,2.8,-0.3,3.9,,3.37,3.00,-2.83,-2.83,0.09,,1,2,4,4,3
Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,Adamant,4.8,0.8,5.0,3.5,3.9,-0.8,4.6,4.1,2.7,3.1,-5.0,-4.1,3.5,-1.5,-1.0,-5.0,-4.1,3.5,-1.5,-1.0,-3.9,-3.1,1.0,-0.4,3.8,,3.61,2.74,-1.62,-1.62,-0.53,,1,2,4,4,3
